Area6 Thiru-Vi-Ka Nagar,,
Time,rainfall,Groundwater level
7/04/2024,0,-2.734
8/04/2024,0,-2.763
9/04/2024,0,-2.754
10/04/2024,0,-2.767
11/04/2024,0,-2.809
12/04/2024,0,-2.791
13/04/2024,0,-2.768
14/04/2024,0,-2.798
15/04/2024,0,-2.815
16/04/2024,0,-2.815
